ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
1123,Britney Spears,I Wanna Go,210266,FALSE,2011,66,0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,pop
1124,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,FALSE,2011,81,0.646,0.795,-3.293,0.0976,0.0319,0,0.267,0.796,89.99,"hip hop, pop"
1125,Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
1126,Enrique Iglesias,Tonight (I'm Fuckin' You),232213,TRUE,2010,63,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,"pop, latin"
1127,Jeremih,Down On Me,228453,FALSE,2010,72,0.7,0.598,-7.783,0.114,0.0369,0,0.111,0.594,160.041,"hip hop, pop, R&B"
1128,Sak Noel,Loca People - Radio Edit,215624,TRUE,2011,49,0.926,0.808,-3.148,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic
1129,Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,FALSE,2011,61,0.843,0.881,-3.951,0.0581,0.14,0,0.0765,0.876,110.621,"pop, Dance/Electronic"
1130,LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,-4.225,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
1131,Cobra Starship,You Make Me Feel... (feat. Sabi),215693,FALSE,2011,70,0.668,0.857,-2.944,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,"pop, Dance/Electronic"
1132,Jessie J,Do It Like A Dude,195240,TRUE,2011,57,0.663,0.843,-3.672,0.049,0.0491,0,0.364,0.375,140.036,"hip hop, pop"
1133,DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,FALSE,2012,55,0.31,0.926,-1.131,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic"
1134,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,76,0.76,0.595,-6.366,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
1135,Nickelback,When We Stand Together,190786,FALSE,2011,65,0.446,0.9,-3.541,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,"rock, metal"
1136,M83,Midnight City,243960,FALSE,2011,76,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic"
1137,Britney Spears,Till the World Ends,237946,FALSE,2011,65,0.693,0.705,-5.747,0.0665,0.0228,0,0.202,0.45,131.951,pop
1138,Labrinth,Earthquake (feat. Tinie Tempah),274600,TRUE,2012,62,0.54,0.856,-3.966,0.1,0.109,0,0.276,0.258,153.071,pop
1139,Jason Derulo,Don't Wanna Go Home,206080,FALSE,2011,63,0.671,0.808,-4.861,0.0652,0.02,0,0.134,0.637,121.956,"hip hop, pop"
1140,Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop"
1141,Katy Perry,Last Friday Night (T.G.I.F.),230746,FALSE,2012,74,0.649,0.815,-3.796,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,pop
1142,Adele,Set Fire to the Rain,242973,FALSE,2011,2,0.603,0.67,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,"pop, R&B"
1143,Dr. Dre,I Need A Doctor,283733,TRUE,2011,71,0.594,0.946,-4.521,0.452,0.0869,0,0.306,0.397,155.826,hip hop
1144,Lil Wayne,6 Foot 7 Foot,248586,TRUE,2011,1,0.364,0.752,-5.429,0.304,0.0007,0,0.318,0.606,79.119,"hip hop, pop"
1145,DJ Khaled,I'm On One,296146,TRUE,2011,70,0.413,0.807,-3.499,0.318,0.0536,0,0.631,0.438,149.33,"hip hop, pop"
1146,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,TRUE,2011,71,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155,"hip hop, pop, R&B"
1147,Far East Movement,Rocketeer,211253,FALSE,2010,61,0.664,0.845,-6.115,0.0461,0.181,0,0.267,0.357,96.005,"hip hop, pop"
1148,The Wanted,Glad You Came,197935,FALSE,2011,77,0.722,0.851,-3.873,0.0639,0.0319,0,0.108,0.452,126.885,"pop, Dance/Electronic"
1149,Kesha,We R Who We R,204760,FALSE,2010,71,0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic"
1150,Kelly Rowland,Motivation,230560,FALSE,2011,65,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B"
1151,Rihanna,We Found Love,215226,FALSE,2011,75,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
1152,Nicole Scherzinger,Don't Hold Your Breath,197440,FALSE,2011,62,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955,"pop, Dance/Electronic"
1153,Mann,Buzzin Remix,224333,TRUE,2011,48,0.687,0.939,-4.372,0.146,0.0887,0,0.283,0.539,104.029,"hip hop, pop"
1154,Chris Brown,Yeah 3x,241666,TRUE,2011,69,0.705,0.882,-3.201,0.0445,0.000369,1.16e-06,0.0934,0.7,130,"hip hop, pop, R&B"
1155,Swedish House Mafia,Save The World,213337,FALSE,2011,65,0.507,0.665,-7.598,0.0474,0.0144,0,0.0759,0.4,126.879,"pop, Dance/Electronic"
1156,Kanye West,All Of The Lights,299613,TRUE,2010,76,0.531,0.803,-3.284,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,hip hop
1157,Miguel,Sure Thing,195373,FALSE,2010,78,0.684,0.607,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B"
1158,Diddy - Dirty Money,Coming Home,238693,FALSE,2010,69,0.392,0.839,-1.921,0.193,0.158,0,0.3,0.232,168.001,"hip hop, pop, R&B"
1159,Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,-2.959,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
1160,Chris Brown,Beautiful People,225881,FALSE,2019,53,0.415,0.775,-6.366,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B"
1161,Avril Lavigne,What the Hell,220706,FALSE,2011,74,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop
1162,Professor Green,Read All About It,235735,TRUE,2011,39,0.656,0.752,-5.522,0.0434,0.336,0,0.223,0.445,100.963,Dance/Electronic
1163,Chase & Status,Blind Faith,233666,FALSE,2011,60,0.45,0.846,-4.712,0.0472,0.00523,0,0.228,0.402,140.042,Dance/Electronic
1164,Chip,Champion (feat. Chris Brown),237293,TRUE,2011,48,0.415,0.934,-2.914,0.24,0.078,0,0.145,0.52,190.151,"hip hop, Dance/Electronic"
1165,Selena Gomez & The Scene,Who Says,195613,FALSE,2011,76,0.682,0.927,-2.915,0.0479,0.0843,0,0.149,0.744,101.019,"pop, Dance/Electronic"
1166,Rizzle Kicks,Down With The Trumpets,186851,FALSE,2011,59,0.753,0.88,-4.689,0.0806,0.087,0,0.24,0.794,115.057,hip hop
1167,Lady Gaga,Born This Way,260253,FALSE,2011,72,0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.494,123.907,pop
1168,Nicki Minaj,Super Bass,200013,TRUE,2010,0,0.72,0.861,-4.339,0.209,0.269,5.11e-06,0.601,0.669,126.991,"hip hop, pop"
1169,Mac Miller,Donald Trump,165908,TRUE,2011,61,0.636,0.901,-7.094,0.118,0.119,0,0.391,0.836,162.994,hip hop
1170,Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,FALSE,2012,62,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic"
1171,David Guetta,Without You (feat. Usher),208133,FALSE,2012,70,0.608,0.614,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic"
1172,Foster The People,Pumped Up Kicks,239600,FALSE,2011,82,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop"
1173,Drake,Headlines,235986,TRUE,2011,74,0.636,0.566,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894,"hip hop, pop, R&B"
1174,Jessie J,Price Tag,223053,FALSE,2011,73,0.636,0.831,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015,"hip hop, pop"
1175,Jason Aldean,Dirt Road Anthem,229413,FALSE,2010,53,0.678,0.739,-5.068,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country
1176,Wiz Khalifa,Roll Up,227773,TRUE,2011,63,0.523,0.805,-5.473,0.192,0.0524,0,0.0914,0.602,125.358,"hip hop, pop"
1177,OneRepublic,Good Life,253306,TRUE,2009,72,0.634,0.69,-7.804,0.052,0.0771,0,0.132,0.645,94.988,pop
1178,Bad Meets Evil,Lighters,303813,TRUE,2011,68,0.676,0.695,-8.327,0.245,0.352,0,0.119,0.144,90.268,"hip hop, pop"
1179,Bruno Mars,The Lazy Song,189109,FALSE,2010,75,0.794,0.711,-5.124,0.0699,0.3,0,0.0955,0.955,174.915,pop
1180,Lupe Fiasco,The Show Goes On,239613,TRUE,2011,70,0.591,0.889,-3.839,0.115,0.0189,0,0.155,0.65,143.067,"hip hop, pop"
1181,James Morrison,I Won't Let You Go,229303,FALSE,2011,64,0.537,0.611,-6.427,0.0304,0.229,0,0.146,0.161,105.955,"pop, R&B"
1182,Jason Derulo,It Girl,192200,FALSE,2011,70,0.668,0.718,-4.736,0.0605,0.0165,0,0.104,0.345,91.993,"hip hop, pop"
1183,Adele,Someone Like You,285240,FALSE,2011,4,0.554,0.321,-8.251,0.028,0.893,0,0.0996,0.288,135.047,"pop, R&B"
1184,Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,FALSE,2011,65,0.683,0.734,-4.523,0.029,0.00112,0.0139,0.258,0.576,106.254,rock
1185,Keri Hilson,Pretty Girl Rock,243920,FALSE,2010,67,0.666,0.87,-5.004,0.246,0.203,0,0.0851,0.9,160.014,"pop, R&B"
1186,P!nk,F**kin' Perfect,213413,TRUE,2010,60,0.563,0.671,-4.788,0.0373,0.0422,0,0.36,0.45,91.964,pop
1187,Blake Shelton,Honey Bee,210720,FALSE,2011,50,0.481,0.849,-5.131,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,country
1188,Lady Gaga,The Edge Of Glory,320546,FALSE,2011,67,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952,pop
1189,Lady A,Just A Kiss,218840,FALSE,2011,63,0.593,0.639,-5.826,0.0307,0.446,0,0.0998,0.332,142.881,"pop, country"
1190,Hot Chelle Rae,Tonight Tonight,200466,FALSE,2011,73,0.686,0.783,-4.977,0.119,0.0764,0,0.163,0.814,99.978,"hip hop, pop, rock"
1191,Grouplove,Tongue Tied,218013,FALSE,2011,79,0.56,0.936,-5.835,0.0439,0.00847,0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic"
1192,Coldplay,Every Teardrop Is a Waterfall,240796,FALSE,2011,69,0.425,0.732,-6.883,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop"
1193,Beyoncé,Best Thing I Never Had,253746,FALSE,2011,69,0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,"pop, R&B"
1194,P!nk,Raise Your Glass,202960,TRUE,2010,76,0.7,0.709,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,pop
1195,Christina Perri,Jar of Hearts,246587,FALSE,2011,72,0.349,0.348,-6.142,0.0316,0.726,0,0.12,0.0886,74.541,pop
1196,Bruno Mars,Marry You,230192,FALSE,2010,75,0.621,0.82,-4.865,0.0367,0.332,0,0.104,0.452,144.905,pop
1197,The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,-6.611,0.0277,0.348,0,0.275,0.362,130.739,country
1198,Lil Wayne,How To Love,240306,FALSE,2011,0,0.644,0.661,-6.093,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,"hip hop, pop"
1199,Charlene Soraia,Wherever You Will Go,197577,FALSE,2011,60,0.597,0.115,-9.217,0.0334,0.82,0.000215,0.111,0.128,111.202,pop
1200,Christina Perri,A Thousand Years,285120,FALSE,2011,70,0.421,0.407,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028,pop
1201,Rihanna,We Found Love,215226,FALSE,2011,75,0.735,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B"
1202,Carly Rae Jepsen,Call Me Maybe,193400,FALSE,2012,78,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"pop, Dance/Electronic"
1203,fun.,We Are Young (feat. Janelle Monáe),250626,FALSE,2012,76,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086,"rock, pop"
1204,Sean Paul,She Doesn't Mind,227786,FALSE,2012,70,0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,"hip hop, pop"
1205,Pitbull,International Love (feat. Chris Brown),227280,FALSE,2011,74,0.67,0.855,-3.035,0.0499,0.0124,0,0.335,0.648,120.05,"hip hop, pop, latin"
1206,DEV,In The Dark,226226,FALSE,2012,52,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954,"pop, Dance/Electronic"
1207,Adele,Skyfall,286480,FALSE,2012,74,0.346,0.552,-6.864,0.0282,0.417,0,0.114,0.0789,75.881,"pop, R&B"
1208,David Guetta,Turn Me On (feat. Nicki Minaj),199680,FALSE,2012,65,0.704,0.793,-2.266,0.0591,0.0488,0,0.575,0.412,127.96,"hip hop, pop, Dance/Electronic"
1209,Rihanna,Where Have You Been,242680,FALSE,2011,71,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,"hip hop, pop, R&B"
1210,JAY-Z,Ni**as In Paris,219333,TRUE,2011,82,0.789,0.858,-5.542,0.311,0.127,0,0.349,0.775,140.022,hip hop
1211,Maroon 5,One More Night,219546,FALSE,2012,74,0.716,0.821,-3.435,0.0314,0.0558,0,0.0844,0.618,92.997,pop
1212,Skrillex,Bangarang (feat. Sirah),215253,TRUE,2011,70,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026,"hip hop, pop, Dance/Electronic"
1213,The Wanted,Chasing The Sun,198800,FALSE,2012,69,0.637,0.732,-6.209,0.0965,0.244,0,0.498,0.68,128.108,"pop, Dance/Electronic"
1214,Flo Rida,Whistle,224653,FALSE,2012,77,0.747,0.937,-5.746,0.0453,0.0208,0,0.29,0.739,103.976,"hip hop, pop"
1215,will.i.am,This Is Love,279026,FALSE,2013,62,0.535,0.796,-3.446,0.0445,0.00473,0,0.145,0.282,128.954,"hip hop, pop"
1216,David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,FALSE,2012,66,0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,"hip hop, pop, Dance/Electronic"
1217,Nicki Minaj,Pound The Alarm,205640,TRUE,2012,64,0.728,0.858,-3.686,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,"hip hop, pop"
1218,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,TRUE,2012,63,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,hip hop
1219,MARINA,Primadonna,221075,FALSE,2012,78,0.66,0.689,-2.671,0.0337,0.0884,0,0.0922,0.427,127.98,"pop, Dance/Electronic"
1220,Kanye West,Mercy,329320,TRUE,2012,73,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993,hip hop
1221,DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,FALSE,2012,58,0.524,0.972,-1.569,0.0431,0.00656,0.00058,0.224,0.476,175.017,"pop, Dance/Electronic"
1222,LMFAO,Sexy And I Know It,199480,FALSE,2011,67,0.707,0.861,-4.225,0.316,0.1,0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic"
1223,PSY,Gangnam Style (강남스타일),219493,FALSE,2012,72,0.727,0.937,-2.871,0.286,0.00417,0,0.091,0.749,132.067,pop
1224,Kesha,Die Young,211920,FALSE,2012,78,0.711,0.7,-4.805,0.046,0.00498,0.000125,0.215,0.801,128.001,"pop, Dance/Electronic"
1225,Usher,Scream,234693,FALSE,2012,66,0.616,0.862,-5.18,0.0973,0.00117,0,0.179,0.569,127.992,"hip hop, pop, R&B"
1226,Olly Murs,Troublemaker (feat. Flo Rida),185586,FALSE,2012,0,0.762,0.863,-3.689,0.0565,0.015,0,0.125,0.965,106.008,"pop, Dance/Electronic"
1227,Linkin Park,BURN IT DOWN,230253,FALSE,2012,73,0.585,0.972,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006,"rock, metal"
1228,Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,pop
1229,Avicii,Levels - Radio Edit,199906,FALSE,2011,77,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic"
1230,Flo Rida,Good Feeling,248133,FALSE,2012,76,0.706,0.89,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop"
1231,Rihanna,Diamonds,225146,FALSE,2012,75,0.564,0.71,-4.92,0.0461,0.00125,0,0.109,0.393,91.972,"hip hop, pop, R&B"
1232,Wiz Khalifa,"Work Hard, Play Hard",219026,TRUE,2012,62,0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,"hip hop, pop"
1233,Katy Perry,Part Of Me,216160,FALSE,2012,73,0.678,0.918,-4.63,0.0355,0.000417,0,0.0744,0.769,130.028,pop
1234,Nicki Minaj,Starships,210626,TRUE,2012,75,0.747,0.716,-2.457,0.075,0.135,0,0.251,0.751,125.008,"hip hop, pop"
1235,Kendrick Lamar,m.A.A.d city,350120,TRUE,2012,67,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,hip hop
1236,Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,FALSE,2012,0,0.821,0.676,-6.366,0.0547,0.187,0.0001,0.0927,0.559,119.012,pop
1237,Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,FALSE,2011,68,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic"
1238,Azealia Banks,212,204956,TRUE,2014,0,0.847,0.769,-5.761,0.258,0.0145,0.00012,0.0767,0.626,126.017,"hip hop, pop, R&B"
1239,Maroon 5,Payphone,231173,TRUE,2012,82,0.743,0.752,-4.813,0.0414,0.0188,0,0.287,0.545,110.015,pop
1240,James Arthur,Impossible,209440,FALSE,2013,75,0.376,0.695,-4.782,0.0933,0.135,0,0.11,0.302,169.533,pop
1241,Michel Teló,Ai Se Eu Te Pego - Live,166866,FALSE,2012,0,0.676,0.935,-4.55,0.0692,0.357,0,0.853,0.85,96.055,"country, latin"
1242,Otto Knows,Million Voices - Radio Edit,192866,FALSE,2012,0,0.582,0.894,-6.298,0.041,0.0022,0.0223,0.0664,0.0694,125.946,"pop, Dance/Electronic"
1243,Icona Pop,I Love It,156773,TRUE,2012,51,0.71,0.901,-2.686,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,"pop, Dance/Electronic"
1244,Tyga,Rack City,203200,TRUE,2012,61,0.929,0.339,-10.881,0.371,0.0373,1.96e-05,0.187,0.273,98.986,"hip hop, pop"
1245,Calvin Harris,Feel So Close - Radio Edit,206413,FALSE,2012,79,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,"hip hop, pop, Dance/Electronic"
1246,Jennifer Lopez,Dance Again,237266,FALSE,2012,0,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,"hip hop, pop, R&B"
1247,Grimes,Oblivion,251266,FALSE,2012,0,0.697,0.529,-8.838,0.0338,0.115,0.901,0.0895,0.486,155.974,"pop, rock, Dance/Electronic"
1248,Adele,Rumour Has It,223266,FALSE,2011,0,0.612,0.748,-5.014,0.0445,0.617,0,0.167,0.574,120.052,"pop, R&B"
1249,Coldplay,Paradise,278719,FALSE,2011,82,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop"
1250,Chris Brown,Turn Up the Music,227973,FALSE,2012,64,0.594,0.841,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,"hip hop, pop, R&B"
1251,Frank Ocean,Lost,234093,TRUE,2012,64,0.913,0.603,-4.892,0.226,0.0272,0.000503,0.167,0.497,123.061,"hip hop, pop, R&B"
1252,Calvin Harris,Let's Go (feat. Ne-Yo),232800,FALSE,2012,66,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016,"hip hop, pop, Dance/Electronic"
1253,The Script,Hall of Fame (feat. will.i.am),202533,FALSE,2012,78,0.421,0.873,-4.343,0.0564,0.0654,0,0.123,0.629,84.786,"pop, rock"
1254,Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,FALSE,2012,76,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,"pop, Dance/Electronic"
1255,MARINA,How to Be a Heartbreaker,221493,FALSE,2012,50,0.69,0.897,-4.696,0.0506,0.0142,0,0.108,0.849,140.05,"pop, Dance/Electronic"
1256,Justin Bieber,Boyfriend,171333,FALSE,2012,63,0.717,0.55,-6.019,0.0519,0.0358,0.00198,0.126,0.331,96.979,pop
1257,David Guetta,Titanium (feat. Sia),245040,FALSE,2012,79,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,"hip hop, pop, Dance/Electronic"
1258,Jessie J,Domino,231840,FALSE,2011,74,0.758,0.557,-4.568,0.034,0.0117,0,0.0418,0.781,126.986,"hip hop, pop"
1259,Taylor Swift,I Knew You Were Trouble.,219720,FALSE,2012,59,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,pop
1260,ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,TRUE,2012,61,0.646,0.784,-7.471,0.108,0.0166,0,0.0721,0.179,127.839,"hip hop, pop"
1261,P!nk,Try,247906,FALSE,2012,76,0.674,0.628,-7.079,0.03,0.00144,0,0.0944,0.552,103.998,pop
1262,Robbie Williams,Candy,201053,FALSE,2012,68,0.715,0.791,-6.63,0.0414,0.0368,0,0.0694,0.879,116.043,"pop, rock"
1263,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,TRUE,2011,77,0.715,0.655,-6.425,0.137,0.0525,0,0.115,0.531,95.078,"hip hop, pop"
1264,Justin Bieber,As Long As You Love Me,229466,FALSE,2012,67,0.571,0.873,-3.382,0.1,0.0811,0,0.361,0.613,139.691,pop
1265,Rita Ora,R.I.P. (feat. Tinie Tempah),228026,FALSE,2012,46,0.603,0.831,-3.443,0.0479,0.027,0,0.652,0.358,72.022,"hip hop, pop, Dance/Electronic"
1266,Alex Clare,Too Close,256613,FALSE,2011,60,0.588,0.694,-4.278,0.0387,0.00948,0,0.113,0.271,126.027,rock
1267,Tyga,Faded,206666,TRUE,2012,58,0.831,0.667,-8.438,0.188,0.0103,0,0.35,0.339,95.073,"hip hop, pop"
1268,Alesso,Years - ラジオ・エディット,195480,FALSE,2012,0,0.37,0.823,-6.245,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,"pop, Dance/Electronic"
1269,Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,FALSE,2012,0,0.61,0.863,-2.632,0.206,0.186,0,0.097,0.508,83.993,pop
1270,Katy Perry,The One That Got Away,227333,FALSE,2012,72,0.687,0.792,-4.023,0.0353,0.000802,0,0.2,0.864,133.962,pop
1271,Avicii,Silhouettes - Original Radio Edit,211880,FALSE,2012,53,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,"pop, Dance/Electronic"
1272,Gotye,Somebody That I Used To Know,244884,FALSE,2011,57,0.863,0.527,-6.896,0.0358,0.607,0.000168,0.107,0.674,129.054,set()
1273,Flo Rida,Wild Ones (feat. Sia),232946,FALSE,2012,77,0.608,0.86,-5.324,0.0554,0.0991,0,0.262,0.437,127.075,"hip hop, pop"
1274,One Direction,What Makes You Beautiful,199986,FALSE,2012,82,0.726,0.787,-2.494,0.0737,0.009,0,0.0596,0.888,124.99,pop
1275,Lana Del Rey,Born To Die,286253,FALSE,2012,53,0.18,0.636,-6.591,0.0439,0.209,0.000133,0.217,0.39,75.223,pop
1276,Kesha,C'Mon,214333,FALSE,2012,0,0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025,"pop, Dance/Electronic"
1277,Owl City,Good Time,205933,FALSE,2012,77,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,"rock, pop"
1278,Calvin Harris,We'll Be Coming Back (feat. Example),234360,FALSE,2012,62,0.596,0.952,-4.364,0.0873,0.00131,0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic"
1279,Emeli Sandé,"Read All About It, Pt. III",283706,FALSE,2012,65,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,"pop, R&B"
1280,Ellie Goulding,Lights - Single Version,210853,FALSE,2010,63,0.682,0.795,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic"
1281,Train,Drive By,195973,FALSE,2012,77,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,pop
1282,Disclosure,Latch,255631,FALSE,2013,74,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,"pop, Dance/Electronic"
1283,Coldplay,Princess of China,239215,FALSE,2011,66,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop"
1284,One Direction,Live While We're Young,200186,FALSE,2012,0,0.658,0.837,-2.063,0.0543,0.0629,0,0.0969,0.936,126.015,pop
1285,Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,TRUE,2011,61,0.716,0.838,-4.289,0.0513,0.134,0,0.148,0.646,130.034,"hip hop, pop"
1286,Carrie Underwood,Blown Away,240133,FALSE,2012,63,0.531,0.843,-2.569,0.0429,0.0909,0,0.0283,0.392,136.991,"pop, country"
1287,alt-J,Breezeblocks,227080,FALSE,2012,71,0.616,0.656,-7.298,0.0344,0.096,0.000879,0.205,0.286,150.071,rock
1288,Chris Brown,Don't Wake Me Up,222306,FALSE,2012,62,0.602,0.691,-5.197,0.051,0.0548,0,0.144,0.206,127.967,"hip hop, pop, R&B"
1289,Kelly Clarkson,Stronger (What Doesn't Kill You),221946,FALSE,2011,74,0.562,0.939,-4.282,0.0475,0.046,0,0.112,0.684,116.044,"pop, R&B"
1290,Drake,The Motto,181573,TRUE,2011,74,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8,"hip hop, pop, R&B"
1291,Katy Perry,Wide Awake,220946,FALSE,2012,65,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,pop
1292,Rita Ora,How We Do (Party),247026,TRUE,2012,48,0.738,0.922,-3.94,0.0833,0.0034,0,0.0986,0.689,116.024,"hip hop, pop, Dance/Electronic"
